no,ch1,ch2,ch3,ch4
472,-0.02349854,-0.02532959,0.0009155273,0.02227783
473,-0.01190186,-0.01983643,-0.0009155273,0.02960205
474,-0.003356934,-0.0112915,-0.006713867,0.02563477
475,0.0112915,-0.005493164,-0.01434326,-0.0006103516
476,0.007629395,-0.00213623,-0.02990723,-0.0378418
477,-0.0201416,-0.01159668,-0.03448486,-0.0491333
478,-0.04302979,-0.03387451,-0.03570557,-0.04150391
479,-0.04333496,-0.03662109,-0.02655029,-0.0201416
480,-0.04241943,-0.03936768,-0.01708984,0.009460449
481,-0.02380371,-0.02838135,-0.01220703,0.01831055
482,-0.009460449,-0.01800537,-0.007019043,0.01861572
483,-0.002441406,-0.01403809,-0.01434326,0.006408691
484,-0.00213623,-0.01190186,-0.02960205,-0.01983643
485,-0.00793457,-0.005187988,-0.02655029,-0.03875732
486,-0.027771,-0.02044678,-0.01800537,-0.03173828
487,-0.04211426,-0.03631592,-0.01922607,-0.006408691
488,-0.03448486,-0.03540039,-0.008544922,0.01647949
489,-0.01586914,-0.02868652,0.0003051758,0.03143311
490,-0.002441406,-0.01861572,-0.01373291,0.0213623
491,0.002441406,-0.007019043,-0.00579834,0.01586914
492,0.003967285,-0.004577637,-0.02075195,-0.01831055
493,-0.01281738,-0.01068115,-0.03173828,-0.03692627
494,-0.02929688,-0.01983643,-0.03936768,-0.04669189
495,-0.04333496,-0.03356934,-0.03540039,-0.04547119
496,-0.05462646,-0.04425049,-0.01098633,0.001220703
497,-0.03692627,-0.04119873,-0.01281738,0.01403809
498,-0.01678467,-0.02532959,-0.01190186,0.01159668
499,-0.0112915,-0.01800537,-0.008239746,0.008544922
500,-0.005493164,-0.0100708,-0.007019043,0.001831055
501,-0.01647949,-0.006713867,-0.0100708,-0.006408691
502,-0.02532959,-0.02624512,-0.03204346,-0.027771
503,-0.03387451,-0.02502441,-0.02655029,-0.01678467
504,-0.03387451,-0.03326416,-0.02410889,-0.01647949
505,-0.02960205,-0.02349854,0.005493164,0.01678467
506,-0.01617432,-0.02105713,0.006103516,0.02410889
507,0.0003051758,-0.01159668,-0.00579834,0.01220703
508,0.001525879,0.0003051758,-0.01220703,-0.0003051758
509,-0.003051758,-0.001220703,-0.01708984,-0.02288818
510,-0.0177002,-0.02197266,-0.03448486,-0.03845215
511,-0.02807617,-0.02380371,-0.03967285,-0.03631592
512,-0.04455566,-0.03112793,-0.03753662,-0.02441406
513,-0.04241943,-0.0378418,-0.03143311,-0.009765625
514,-0.027771,-0.0201416,-0.003356934,0.01373291
515,-0.01586914,-0.01831055,-0.002441406,0.01647949
516,-0.0009155273,-0.008850098,-0.01037598,0.0003051758
517,-0.008239746,-0.01281738,-0.01373291,-0.01312256
518,-0.01068115,-0.01495361,-0.01983643,-0.0302124
519,-0.02929688,-0.02624512,-0.02166748,-0.02044678
520,-0.02838135,-0.02960205,-0.02227783,-0.01556396
521,-0.02655029,-0.03082275,-0.009460449,-0.00213623
522,-0.01678467,-0.02563477,0.008850098,0.02288818
523,-0.01068115,-0.0177002,0.003967285,0.02532959
524,-0.003967285,-0.01220703,-0.001525879,0.01708984
525,0,-0.007019043,-0.007019043,0.0009155273
526,-0.007629395,-0.01098633,-0.02563477,-0.02166748
527,-0.02716064,-0.03448486,-0.04730225,-0.04058838
528,-0.03082275,-0.03082275,-0.03509521,-0.03967285
529,-0.04119873,-0.04089355,-0.0213623,-0.02288818
530,-0.03631592,-0.04058838,-0.00793457,0.005187988
531,-0.01739502,-0.03082275,-0.00579834,0.01251221
532,-0.006408691,-0.0189209,-0.003356934,0.01464844
533,-0.008850098,-0.01251221,-0.007629395,0.01281738
534,-0.01190186,-0.01495361,-0.0189209,-0.0100708
535,-0.01800537,-0.02532959,-0.03234863,-0.03204346
536,-0.02288818,-0.02197266,-0.01983643,-0.02593994
537,-0.03570557,-0.0302124,-0.02624512,-0.01647949
538,-0.03417969,-0.02227783,-0.00213623,0.0112915
539,-0.0213623,-0.02166748,0.003356934,0.02563477
540,0.002746582,-0.006103516,-0.0009155273,0.0100708
541,-0.001525879,-0.0003051758,-0.002441406,0.001525879
542,-0.01068115,-0.002746582,-0.009155273,-0.01525879
543,-0.02655029,-0.01373291,-0.02288818,-0.0302124
544,-0.03601074,-0.02929688,-0.0390625,-0.04241943
545,-0.0378418,-0.03448486,-0.0402832,-0.04516602
546,-0.04577637,-0.03448486,-0.01068115,-0.006103516
547,-0.03204346,-0.03387451,-0.003051758,0.01678467
548,-0.01434326,-0.02532959,-0.01251221,0.008239746
549,-0.00793457,-0.01068115,-0.001831055,0.01251221
550,-0.003662109,-0.008239746,-0.008544922,0.001220703
551,-0.01037598,-0.01220703,-0.01617432,-0.009460449
552,-0.02044678,-0.02044678,-0.03417969,-0.02685547
553,-0.027771,-0.0289917,-0.03540039,-0.02838135
554,-0.03204346,-0.02563477,-0.01953125,-0.01220703
555,-0.02716064,-0.02502441,0.005493164,0.01861572
556,-0.0112915,-0.0177002,0.01098633,0.02349854
557,-0.001525879,-0.01617432,0.005493164,0.01281738
558,0.005493164,-0.00793457,-0.001220703,-0.001220703
559,-0.007019043,-0.01190186,-0.0177002,-0.01403809
560,-0.01434326,-0.01190186,-0.03509521,-0.0378418
561,-0.03570557,-0.02227783,-0.04272461,-0.04577637
562,-0.04608154,-0.03265381,-0.03143311,-0.03204346
563,-0.0479126,-0.03631592,-0.0177002,-0.00213623
564,-0.03356934,-0.02349854,0.0009155273,0.01800537
565,-0.01831055,-0.01922607,-0.01312256,0.004577637
566,-0.01678467,-0.01037598,-0.0003051758,0.004577637
567,-0.01068115,-0.0177002,-0.008544922,0.001525879
568,-0.004882813,-0.01861572,-0.03234863,-0.02471924
569,-0.01861572,-0.02319336,-0.03662109,-0.03997803
570,-0.03265381,-0.02319336,-0.02075195,-0.02319336
571,-0.03540039,-0.02288818,-0.006713867,-0.003967285
572,-0.02716064,-0.02105713,0.01220703,0.01586914
573,-0.01068115,-0.01495361,0.01373291,0.02258301
574,-0.006408691,-0.008544922,0.007629395,0.02288818
575,0.001831055,-0.00579834,-0.009460449,-0.007019043
576,-0.006408691,-0.008850098,-0.01922607,-0.02532959
577,-0.02624512,-0.02532959,-0.04608154,-0.05706787
578,-0.04608154,-0.03570557,-0.02563477,-0.03967285
579,-0.0491333,-0.04089355,-0.0177002,-0.01495361
580,-0.03540039,-0.03997803,-0.005187988,0.004272461
581,-0.01342773,-0.02593994,0,0.003967285
582,-0.01251221,-0.01495361,0.00213623,0.007019043
583,-0.01586914,-0.01373291,0.0009155273,0.01098633
584,-0.01647949,-0.01678467,-0.01434326,-0.003356934
585,-0.0201416,-0.02532959,-0.03448486,-0.03204346
586,-0.03112793,-0.03082275,-0.0289917,-0.02258301
587,-0.03051758,-0.02563477,-0.01617432,-0.01190186
588,-0.02990723,-0.02868652,0.004272461,0.01068115
589,-0.01312256,-0.02166748,0.01068115,0.02593994
590,-0.0003051758,-0.01251221,0.00213623,0.0100708
591,0.003967285,-0.008544922,0.00579834,0.008544922
592,-0.009155273,-0.01251221,-0.0177002,-0.001525879
593,-0.01495361,-0.01159668,-0.03479004,-0.03387451
594,-0.03143311,-0.02288818,-0.04089355,-0.04486084
595,-0.04058838,-0.03417969,-0.03387451,-0.0402832
596,-0.04119873,-0.03936768,-0.008239746,-0.002441406
597,-0.02838135,-0.03326416,-0.003967285,0.01800537
598,-0.009460449,-0.02197266,-0.008239746,0.01251221
599,-0.003356934,-0.01251221,-0.005187988,0.008850098
600,-0.0003051758,-0.009460449,-0.01434326,-0.002441406
601,-0.01983643,-0.01312256,-0.02716064,-0.00793457
602,-0.01739502,-0.01556396,-0.03662109,-0.02960205
603,-0.0302124,-0.02716064,-0.02685547,-0.02349854
604,-0.0302124,-0.03753662,-0.0213623,-0.006103516
605,-0.01647949,-0.02471924,0.001525879,0.01800537
606,-0.003967285,-0.01495361,0.006713867,0.02227783
607,-0.001220703,-0.008544922,-0.001220703,0.01647949
608,0.004577637,-0.0006103516,-0.0003051758,0.004272461
609,-0.003356934,-0.008544922,-0.01739502,-0.02105713
610,-0.01678467,-0.02166748,-0.03112793,-0.03753662
611,-0.02655029,-0.03204346,-0.03540039,-0.04608154
612,-0.03967285,-0.04241943,-0.03295898,-0.02807617
613,-0.03814697,-0.03356934,-0.01312256,-0.001220703
614,-0.027771,-0.02960205,-0.001525879,0.01678467
615,-0.0112915,-0.01831055,-0.001220703,0.01708984
616,0.001831055,-0.01525879,-0.005187988,-0.0006103516
617,-0.003051758,-0.01953125,-0.01495361,-0.00793457
618,-0.01037598,-0.0177002,-0.02258301,-0.01678467
619,-0.02288818,-0.02227783,-0.02410889,-0.0213623
620,-0.03295898,-0.02746582,-0.02227783,-0.01403809
621,-0.03448486,-0.03326416,-0.01342773,0.01068115
622,-0.01251221,-0.01922607,-0.002441406,0.02258301
623,-0.002441406,-0.01373291,-0.003967285,0.01678467
624,0.004577637,-0.007324219,-0.002746582,0.01251221
625,0.007019043,0.001525879,-0.004577637,0.001525879
626,-0.009460449,-0.007629395,-0.0302124,-0.01922607
627,-0.02868652,-0.02410889,-0.05218506,-0.04425049
628,-0.04272461,-0.02807617,-0.03723145,-0.03509521
629,-0.04974365,-0.04119873,-0.0189209,-0.01159668
630,-0.03479004,-0.03570557,-0.006103516,0.01312256
631,-0.01739502,-0.02655029,-0.003967285,0.00793457
632,-0.007629395,-0.02227783,-0.003356934,0.00793457
633,-0.004882813,-0.006713867,-0.002746582,0.01342773
634,-0.006408691,-0.007629395,-0.01647949,-0.005187988
635,-0.01556396,-0.01922607,-0.03356934,-0.02929688
636,-0.02624512,-0.02593994,-0.02746582,-0.02197266
637,-0.02410889,-0.027771,-0.02655029,-0.02044678
638,-0.02716064,-0.02288818,0.00793457,0.01647949
639,-0.01098633,-0.02075195,0.007629395,0.03326416
640,0.0003051758,-0.01068115,-0.004577637,0.02716064
641,0.01251221,-0.005187988,-0.008239746,0.006713867
642,0.009460449,-0.00579834,-0.02288818,-0.01586914
643,-0.004882813,-0.00579834,-0.03662109,-0.03997803
644,-0.02502441,-0.01159668,-0.03509521,-0.04486084
645,-0.04608154,-0.03265381,-0.02685547,-0.02746582
646,-0.03845215,-0.03936768,-0.01678467,-0.00579834
647,-0.02685547,-0.02990723,-0.001220703,0.01312256
648,-0.02044678,-0.02227783,-0.003662109,0.02227783
649,-0.01190186,-0.01068115,-0.00579834,0.01434326
650,-0.001831055,-0.008850098,-0.008850098,-0.007019043
651,-0.01037598,-0.0112915,-0.01251221,-0.02105713
652,-0.02044678,-0.02838135,-0.02349854,-0.02624512
653,-0.02471924,-0.027771,-0.02410889,-0.01434326
654,-0.02807617,-0.03204346,-0.02380371,0.001831055
655,-0.01251221,-0.01861572,-0.007629395,0.01190186
656,-0.00579834,-0.0112915,-0.00213623,0.0201416
657,0.002746582,0.001525879,0.002746582,0.01922607
658,-0.0009155273,0.00213623,-0.004577637,0.01495361
659,-0.006408691,-0.005187988,-0.03112793,-0.01953125
660,-0.02227783,-0.02075195,-0.04821777,-0.04486084
661,-0.03265381,-0.02838135,-0.03845215,-0.03814697
662,-0.03967285,-0.03387451,-0.02746582,-0.01098633
663,-0.03387451,-0.03448486,-0.01953125,0.006103516
664,-0.01464844,-0.02349854,-0.01098633,0.01098633
665,-0.002746582,-0.01586914,-0.005187988,0.00793457
666,-0.004272461,-0.009460449,-0.005187988,0.01251221
667,-0.007324219,-0.005187988,-0.01983643,-0.007019043
668,-0.01373291,-0.0112915,-0.03173828,-0.03387451
669,-0.02471924,-0.01342773,-0.02044678,-0.02563477
670,-0.03417969,-0.0289917,-0.02410889,-0.01739502
671,-0.03265381,-0.02685547,-0.0006103516,0.01190186
672,-0.0189209,-0.02227783,0.00793457,0.03234863
673,-0.003051758,-0.006408691,0.00579834,0.02258301
674,-0.002746582,-0.01037598,0.00579834,0.01617432
675,-0.003356934,-0.01434326,-0.01647949,-0.008544922
676,-0.006408691,-0.008239746,-0.02624512,-0.03082275
677,-0.02349854,-0.01678467,-0.03662109,-0.050354
678,-0.03723145,-0.03326416,-0.03265381,-0.03723145
679,-0.04272461,-0.03814697,-0.02593994,-0.01312256
680,-0.03112793,-0.027771,-0.007629395,0.005493164
681,-0.02471924,-0.01861572,0.004272461,0.02593994
682,-0.004882813,-0.01098633,-0.007019043,0.01556396
683,-0.0112915,-0.006713867,-0.01159668,0.005187988
684,-0.01220703,-0.01037598,-0.01068115,-0.007019043
685,-0.01251221,-0.01525879,-0.02685547,-0.02838135
686,-0.02838135,-0.02258301,-0.02807617,-0.01983643
687,-0.03082275,-0.02838135,-0.02044678,-0.01312256
688,-0.02410889,-0.03082275,0.001525879,0.01617432
689,-0.007019043,-0.01953125,0.009765625,0.02960205
690,-0.0003051758,-0.01220703,0.0009155273,0.02044678
691,0.003051758,-0.01098633,-0.006713867,0.009460449
692,0.007324219,-0.008239746,-0.02624512,-0.02075195
693,-0.002746582,-0.00579834,-0.03356934,-0.04974365
694,-0.03448486,-0.01800537,-0.02563477,-0.03967285
695,-0.04669189,-0.03692627,-0.0289917,-0.02960205
696,-0.04608154,-0.03997803,-0.02227783,-0.008239746
697,-0.03692627,-0.03082275,-0.0006103516,0.01495361
698,-0.0177002,-0.02593994,-0.0009155273,0.01647949
699,-0.007629395,-0.01342773,-0.0003051758,0.0100708
700,-0.004272461,-0.0112915,-0.0003051758,-0.0009155273
701,-0.006408691,-0.0177002,-0.01708984,-0.02044678
702,-0.01037598,-0.02044678,-0.02349854,-0.04058838
703,-0.03753662,-0.02868652,-0.01678467,-0.0112915
704,-0.03387451,-0.02929688,-0.007324219,0.009460449
705,-0.02258301,-0.02838135,-0.001220703,0.02532959
706,0.0003051758,-0.009155273,-0.0003051758,0.01251221
707,-0.001220703,-0.0003051758,0.007019043,0.01464844
708,-0.0003051758,-0.008239746,0.0003051758,-0.005187988
709,-0.009155273,-0.01678467,-0.01831055,-0.02258301
710,-0.0213623,-0.01922607,-0.03387451,-0.03997803
711,-0.03601074,-0.0402832,-0.04180908,-0.04394531
712,-0.0378418,-0.04211426,-0.02441406,-0.02288818
713,-0.03295898,-0.03570557,-0.00793457,0.0006103516
714,-0.02349854,-0.02624512,-0.0003051758,0.01190186
715,-0.01159668,-0.01739502,-0.003967285,0.0112915
716,-0.007019043,-0.008239746,-0.003967285,0.006713867
717,-0.009765625,-0.003356934,-0.006713867,-0.003356934
718,-0.02227783,-0.01403809,-0.01983643,-0.01739502
719,-0.0302124,-0.02624512,-0.01831055,-0.01220703
720,-0.02349854,-0.027771,-0.02441406,-0.01464844
721,-0.0289917,-0.02532959,-0.002441406,0.01647949
722,-0.01373291,-0.01800537,0.004272461,0.03082275
723,-0.0009155273,-0.0112915,-0.00213623,0.02258301
724,0.004882813,-0.003051758,-0.0006103516,0.01586914
725,0.003967285,-0.0003051758,-0.01922607,-0.01190186
726,-0.007324219,-0.004272461,-0.02655029,-0.03204346
727,-0.02532959,-0.01739502,-0.03631592,-0.03601074
728,-0.0378418,-0.03509521,-0.04699707,-0.03753662
729,-0.04272461,-0.02960205,-0.02227783,-0.01159668
730,-0.03875732,-0.03631592,-0.01190186,0.0213623
731,-0.01617432,-0.01678467,-0.007019043,0.027771
732,-0.005493164,-0.01037598,-0.0009155273,0.01647949
733,0.001831055,-0.01068115,-0.005187988,0.006713867
734,-0.001831055,-0.0100708,-0.02105713,-0.0189209
735,-0.01678467,-0.0189209,-0.03814697,-0.03753662
736,-0.03295898,-0.02349854,-0.02410889,-0.02349854
737,-0.02960205,-0.0213623,-0.01068115,-0.008850098
738,-0.0289917,-0.01983643,0.01068115,0.02593994
739,-0.009460449,-0.01647949,0.001525879,0.02410889
740,0.001831055,-0.003356934,0.003662109,0.0189209
741,-0.002441406,-0.003967285,-0.005187988,0.0112915
742,-0.0003051758,-0.0009155273,-0.01739502,-0.01861572
743,-0.01922607,-0.007019043,-0.0302124,-0.04058838
744,-0.03845215,-0.02075195,-0.03173828,-0.04211426
745,-0.04730225,-0.03509521,-0.02502441,-0.02166748
746,-0.03631592,-0.03723145,-0.009155273,-0.0009155273
747,-0.02288818,-0.03509521,-0.006713867,0.01861572
748,-0.007019043,-0.01312256,-0.004882813,0.01342773
749,-0.007019043,-0.008544922,-0.001525879,0.0112915
750,-0.007629395,-0.009460449,-0.008544922,0.0003051758
751,-0.0100708,-0.01556396,-0.0213623,-0.02319336
752,-0.02197266,-0.02227783,-0.01831055,-0.02044678
753,-0.02166748,-0.02410889,-0.02105713,-0.02075195
754,-0.02990723,-0.02960205,-0.009155273,0.001831055
755,-0.02075195,-0.01983643,0.003967285,0.01983643
756,-0.006103516,-0.00793457,0.006408691,0.02349854
757,0.003356934,-0.001525879,-0.0009155273,0.01464844
758,0.004882813,0.001831055,-0.007629395,-0.006408691
759,-0.006713867,-0.004577637,-0.01983643,-0.02502441
760,-0.01922607,-0.01159668,-0.03601074,-0.04669189
761,-0.04058838,-0.02349854,-0.03509521,-0.04150391
762,-0.05340576,-0.03204346,-0.02166748,-0.01190186
763,-0.03845215,-0.03173828,-0.009460449,0.009155273
764,-0.02166748,-0.03204346,-0.003662109,0.01678467
765,-0.002746582,-0.02044678,-0.003662109,0.01678467
766,0.001525879,-0.009155273,-0.007324219,0.01098633
767,0.0003051758,-0.007324219,-0.02227783,-0.0177002
768,-0.02044678,-0.01403809,-0.03082275,-0.03601074
769,-0.04119873,-0.02746582,-0.0201416,-0.01739502
770,-0.03448486,-0.03143311,-0.0112915,0.00213623
771,-0.02349854,-0.03234863,-0.01403809,0.01831055
772,-0.004577637,-0.009460449,0.005493164,0.02838135
773,0.005493164,-0.004577637,0.0003051758,0.0177002
774,-0.0003051758,-0.006713867,-0.007324219,0.01068115
775,0.006408691,0.002441406,-0.0112915,-0.009765625
776,-0.01220703,-0.005493164,-0.03875732,-0.0378418
777,-0.03326416,-0.008850098,-0.03875732,-0.04516602
778,-0.05126953,-0.03082275,-0.03173828,-0.02838135
779,-0.05187988,-0.04425049,-0.01556396,0.004577637
780,-0.0302124,-0.03875732,0.0003051758,0.02166748
781,-0.01068115,-0.03143311,-0.003662109,0.0201416
782,-0.001831055,-0.01831055,-0.01281738,0.01190186
783,0.0009155273,-0.004272461,-0.01434326,-0.003051758
784,-0.009765625,-0.007629395,-0.0189209,-0.01464844
785,-0.02288818,-0.01922607,-0.03204346,-0.02838135
786,-0.03051758,-0.02593994,-0.02319336,-0.01831055
787,-0.02441406,-0.02685547,-0.0112915,-0.0006103516
788,-0.02349854,-0.0289917,-0.003356934,0.03234863
789,0.0009155273,-0.008850098,-0.001525879,0.02075195
790,-0.001525879,-0.008850098,-0.0006103516,0.01922607
791,0.003967285,-0.0003051758,-0.003356934,0.003967285
792,-0.001525879,-0.003356934,-0.01861572,-0.02838135
793,-0.0213623,-0.01190186,-0.03479004,-0.04486084
794,-0.03448486,-0.02227783,-0.02685547,-0.05065918
795,-0.04669189,-0.0402832,-0.01495361,-0.01617432
796,-0.03845215,-0.03753662,-0.009460449,0.01556396
797,-0.0201416,-0.02960205,-0.0100708,0.01983643
798,-0.006103516,-0.02166748,-0.01312256,0.004882813
799,-0.004577637,-0.01495361,0.003051758,0.01037598
800,-0.001525879,-0.009765625,-0.006408691,0.001831055
801,-0.0112915,-0.01678467,-0.02258301,-0.01953125
802,-0.02105713,-0.02075195,-0.02319336,-0.01983643
803,-0.02593994,-0.02716064,-0.0201416,-0.01953125
804,-0.02655029,-0.02716064,-0.003662109,0.008850098
805,-0.01800537,-0.02227783,0.01037598,0.03265381
806,-0.001525879,-0.01617432,0.00579834,0.02258301
807,0.006103516,-0.01434326,0.003051758,0.01708984
808,0.008544922,-0.006408691,-0.01159668,-0.006408691
809,-0.004577637,-0.004577637,-0.02502441,-0.02685547
810,-0.02319336,-0.01647949,-0.03662109,-0.04699707
811,-0.03936768,-0.0289917,-0.03265381,-0.03753662
812,-0.04302979,-0.03479004,-0.02410889,-0.01617432
813,-0.03753662,-0.027771,-0.003967285,0.01037598
814,-0.02258301,-0.02655029,-0.002441406,0.01983643
815,-0.01342773,-0.01281738,0.0009155273,0.01434326
816,-0.00213623,-0.01190186,0.001525879,-0.005187988
817,-0.009155273,-0.0100708,0.002746582,-0.008544922
818,-0.01800537,-0.02746582,-0.02532959,-0.02319336
819,-0.02105713,-0.02593994,-0.02288818,-0.01586914
820,-0.02288818,-0.02410889,-0.01922607,-0.003662109
821,-0.02532959,-0.02288818,-0.008239746,0.0189209
822,-0.01251221,-0.01312256,0,0.02838135
823,-0.0006103516,-0.003967285,0.003051758,0.01586914
824,0.0009155273,-0.0003051758,0.003356934,0.006713867
825,-0.007629395,-0.004272461,-0.007019043,-0.01068115
826,-0.01312256,-0.01068115,-0.02441406,-0.03112793
827,-0.02716064,-0.02410889,-0.03662109,-0.03967285
828,-0.03387451,-0.03112793,-0.03753662,-0.03814697
829,-0.04302979,-0.03234863,-0.01525879,-0.002746582
830,-0.02868652,-0.02624512,-0.002441406,0.01373291
831,-0.01251221,-0.02227783,0.0009155273,0.01068115
832,-0.009460449,-0.01678467,0.008850098,0.01922607
833,0.001220703,-0.01190186,-0.002746582,0.001220703
834,-0.009460449,-0.007324219,-0.01586914,-0.0177002
835,-0.02288818,-0.01617432,-0.02441406,-0.02441406
836,-0.03387451,-0.02349854,-0.02746582,-0.01617432
837,-0.03143311,-0.02929688,-0.007629395,0.007324219
838,-0.01403809,-0.0213623,0.0003051758,0.02655029
839,0.0006103516,-0.008850098,-0.0006103516,0.02197266
840,0.003662109,0.0006103516,0.002746582,0.0189209
841,0.003662109,-0.006103516,-0.006713867,0.005187988
842,-0.002441406,-0.007019043,-0.02349854,-0.01464844
843,-0.01434326,-0.01281738,-0.04486084,-0.04608154
844,-0.04272461,-0.02410889,-0.04241943,-0.04119873
845,-0.04821777,-0.03295898,-0.02105713,-0.02044678
846,-0.04608154,-0.03936768,-0.01068115,0.01251221
847,-0.0177002,-0.02593994,-0.01403809,0.004577637
848,-0.01190186,-0.01373291,-0.001831055,0.01281738
849,-0.0100708,-0.01190186,-0.005187988,0.01403809
850,-0.0003051758,-0.008850098,-0.01922607,-0.004882813
851,-0.009155273,-0.003967285,-0.02502441,-0.02532959
852,-0.03509521,-0.02624512,-0.02166748,-0.02105713
853,-0.03143311,-0.03875732,-0.02624512,-0.01647949
854,-0.02746582,-0.03051758,-0.005493164,0.00793457
855,-0.02166748,-0.02838135,0.006408691,0.03997803
856,0.0009155273,-0.01159668,0.001220703,0.02227783
857,0.003967285,-0.004272461,0.008544922,0.01190186
858,0.002746582,-0.007019043,-0.006408691,0
859,-0.004272461,-0.008544922,-0.02410889,-0.02960205
860,-0.02593994,-0.0289917,-0.03448486,-0.03601074
861,-0.03387451,-0.03753662,-0.03540039,-0.02990723
862,-0.03662109,-0.03662109,-0.02288818,-0.009155273
863,-0.03356934,-0.03570557,-0.01403809,0.01190186
864,-0.01281738,-0.02227783,-0.0003051758,0.01586914
865,-0.009460449,-0.02288818,-0.0100708,0.01678467
866,-0.0009155273,-0.006408691,-0.00579834,0.01434326
867,0.001525879,-0.001220703,-0.01617432,-0.01617432
868,-0.01861572,-0.0213623,-0.02960205,-0.03326416
869,-0.03112793,-0.02349854,-0.02807617,-0.02258301
870,-0.04150391,-0.027771,-0.01800537,-0.002746582
871,-0.02746582,-0.0201416,0.0006103516,0.02197266
872,-0.009460449,-0.01373291,0.00579834,0.02227783
873,-0.001525879,-0.007629395,0.001831055,0.02166748
874,-0.002746582,-0.003051758,-0.004577637,0.01312256
875,-0.0009155273,-0.0009155273,-0.01342773,-0.006713867
876,-0.0100708,-0.0100708,-0.02685547,-0.03082275
877,-0.02441406,-0.01922607,-0.03082275,-0.03204346
878,-0.03601074,-0.03295898,-0.03601074,-0.03204346
879,-0.050354,-0.03997803,-0.01647949,0.007019043
880,-0.027771,-0.02593994,-0.003051758,0.01800537
881,-0.01190186,-0.01617432,0.00579834,0.02227783
882,-0.003662109,-0.01556396,-0.003356934,0.01861572
883,-0.0003051758,-0.005493164,-0.01190186,0.003356934
884,-0.008239746,-0.0100708,-0.02166748,-0.01373291
885,-0.01708984,-0.02716064,-0.03265381,-0.027771
886,-0.02380371,-0.03662109,-0.03051758,-0.02532959
887,-0.02563477,-0.02746582,-0.01861572,-0.004272461
888,-0.02868652,-0.02105713,0.003662109,0.02746582
889,-0.003356934,-0.00793457,0.01098633,0.02593994
890,0.003967285,-0.004577637,0.007324219,0.02410889
891,0.004882813,-0.00213623,-0.001525879,0.003051758
892,-0.003356934,-0.008544922,-0.01861572,-0.02258301
893,-0.02288818,-0.01556396,-0.03204346,-0.04333496
894,-0.03814697,-0.02960205,-0.03143311,-0.0378418
895,-0.04608154,-0.03967285,-0.0189209,-0.0112915
896,-0.0302124,-0.03509521,-0.006408691,0.01556396
897,-0.01556396,-0.02838135,-0.01556396,0.01312256
898,-0.003356934,-0.009460449,-0.0009155273,0.01190186
899,0.001220703,-0.009155273,-0.006713867,0
900,-0.0112915,-0.007629395,-0.006103516,-0.003662109
901,-0.01495361,-0.01342773,-0.01464844,-0.01922607
902,-0.02868652,-0.02349854,-0.01861572,-0.01953125
903,-0.03479004,-0.03509521,-0.01525879,-0.02044678
904,-0.0289917,-0.03753662,0.00579834,0.01098633
905,-0.0112915,-0.02349854,0.01953125,0.03112793
906,0.00213623,-0.01556396,0.006408691,0.02166748
907,0.002441406,-0.01251221,0.0009155273,0.02105713
908,0.01922607,-0.00213623,-0.01861572,-0.01281738
909,-0.001220703,0.003051758,-0.02349854,-0.03356934
910,-0.02716064,-0.01708984,-0.03479004,-0.0479126
911,-0.04150391,-0.02288818,-0.02716064,-0.03662109
912,-0.04730225,-0.03753662,-0.02227783,-0.01739502
913,-0.03265381,-0.03326416,-0.007019043,0.004577637
914,-0.01434326,-0.02319336,-0.001831055,0.01037598
915,-0.006408691,-0.01586914,-0.0003051758,0.01495361
916,-0.004882813,-0.009155273,-0.007324219,0.009765625
917,-0.003356934,-0.009460449,-0.02593994,-0.01678467
918,-0.0112915,-0.007629395,-0.027771,-0.03509521
919,-0.03051758,-0.01739502,-0.01434326,-0.02319336
920,-0.04302979,-0.03448486,-0.01220703,0.005187988
921,-0.02471924,-0.02380371,-0.00579834,0.0201416
922,-0.008239746,-0.01312256,0.005493164,0.02380371
923,0.002441406,-0.00579834,0.008850098,0.02532959
924,0.007019043,-0.004272461,-0.001525879,0.01525879
925,-0.005187988,-0.003051758,-0.01739502,-0.003356934
926,-0.01556396,-0.006103516,-0.02563477,-0.02502441
927,-0.0302124,-0.02471924,-0.04058838,-0.0491333
928,-0.04394531,-0.03051758,-0.01800537,-0.02593994
929,-0.04425049,-0.03601074,-0.004577637,0.002746582
930,-0.03204346,-0.03326416,0.0003051758,0.02441406
931,-0.007629395,-0.02349854,-0.008850098,0.01098633
932,-0.0003051758,-0.01068115,-0.0112915,-0.001831055
933,-0.00579834,-0.009155273,-0.006408691,-0.007019043
934,-0.00793457,-0.01403809,-0.0177002,-0.02197266
935,-0.0189209,-0.0189209,-0.02288818,-0.02716064
936,-0.03265381,-0.02624512,-0.0213623,-0.01464844
937,-0.03112793,-0.03204346,-0.01678467,-0.00213623
938,-0.01495361,-0.0189209,0.007629395,0.02227783
939,-0.0100708,-0.01739502,-0.003662109,0.02380371
940,0.004882813,0.003662109,0.006713867,0.02319336
941,0.001525879,-0.003967285,-0.008239746,0.003356934
942,0.005493164,-0.00579834,-0.01708984,-0.02716064
943,-0.01403809,-0.01495361,-0.03417969,-0.04058838
944,-0.04455566,-0.027771,-0.03540039,-0.02960205
945,-0.05310059,-0.03845215,-0.02105713,-0.01281738
946,-0.0378418,-0.04119873,-0.005493164,0.01098633
947,-0.0201416,-0.03387451,-0.003967285,0.02197266
948,-0.004272461,-0.01678467,-0.007019043,0.01922607
